"","College","Coach","Role","Race","year_start","year_end","duration"
"1746","Army","Chris Smeland","Defensive Coordinator","White",2009,2013,5
"1747","Army","Payam Saadat","Defensive Coordinator","White",2009,2013,5
"1748","Army","Jay Bateman","Defensive Coordinator","White",2014,2018,5
"1749","Army","John Loose","Defensive Coordinator","White",2019,2019,1
"1750","Army","Greg Gasparato","Defensive Coordinator","White",2020,2020,1
"1751","Army","Nate Woody","Defensive Coordinator","White",2020,2021,2
"1752","Army","Shiel Wood","Defensive Coordinator","White",2021,2021,1
"1753","Auburn","John Lovett","Defensive Coordinator","White",2000,2001,2
"1754","Auburn","Gene Chizik","Defensive Coordinator","White",2002,2004,3
"1755","Auburn","David Gibbs","Defensive Coordinator","White",2005,2005,1
"1756","Auburn","Will Muschamp","Defensive Coordinator","White",2006,2015,10
"1757","Auburn","Paul Rhoads","Defensive Coordinator","White",2008,2008,1
"1758","Auburn","Ted Roof","Defensive Coordinator","White",2009,2011,3
"1759","Auburn","Brian VanGorder","Defensive Coordinator","White",2012,2012,1
"1760","Auburn","Ellis Johnson","Defensive Coordinator","White",2013,2014,2
"1761","Auburn","Charlie Harbison","Defensive Coordinator","Black",2014,2014,1
"1762","Auburn","Kevin Steele","Defensive Coordinator","White",2016,2020,5
"1763","Auburn","Derek Mason","Defensive Coordinator","Black",2021,2021,1
"1764","Ball State","Bob Bartolomeo","Defensive Coordinator","White",2000,2002,3
"1765","Ball State","Mark Smith","Defensive Coordinator","White",2003,2008,6
"1766","Ball State","Doug Graber","Defensive Coordinator","White",2009,2009,1
"1767","Ball State","Jay Hood","Defensive Coordinator","White",2010,2010,1
"1768","Ball State","Jay Bateman","Defensive Coordinator","White",2011,2013,3
"1769","Ball State","Kevin Kelly","Defensive Coordinator","White",2014,2015,2
"1770","Ball State","Tim Daoust","Defensive Coordinator","White",2016,2016,1
"1771","Ball State","David Elson","Defensive Coordinator","White",2017,2019,3
"1772","Ball State","Tyler Stockton","Defensive Coordinator","Black",2019,2021,3
"1773","Baylor","Brick Haley","Defensive Coordinator","Black",2000,2001,2
"1774","Baylor","Bob Trott","Defensive Coordinator","White",2002,2002,1
"1775","Baylor","Bill Bradley","Defensive Coordinator","White",2004,2006,3
"1776","Baylor","Larry Hoefer","Defensive Coordinator","White",2007,2007,1
"1777","Baylor","Brian Norwood","Defensive Coordinator","Black",2008,2010,3
"1778","Baylor","Phil Bennett","Defensive Coordinator","White",2011,2016,6
"1779","Baylor","Phil Snow","Defensive Coordinator","White",2017,2019,3
"1780","Baylor","Ron Roberts","Defensive Coordinator","White",2020,2021,2
"1781","Boise State","Brent Guy","Defensive Coordinator","White",2000,2000,1
"1782","Boise State","Bob Gregory","Defensive Coordinator","White",2001,2001,1
"1783","Boise State","Ron Collins","Defensive Coordinator","White",2002,2005,4
"1784","Boise State","Justin Wilcox","Defensive Coordinator","White",2006,2009,4
"1785","Boise State","Pete Kwiatkowski","Defensive Coordinator","White",2010,2013,4
"1786","Boise State","Marcel Yates","Defensive Coordinator","Black",2014,2015,2
"1787","Boise State","Andy Avalos","Defensive Coordinator","White",2016,2018,3
"1788","Boise State","Jeff Schmedding","Defensive Coordinator","White",2019,2020,2
"1789","Boise State","Spencer Danielson","Defensive Coordinator","White",2019,2021,3
"1790","Boise State","Kane Ioane","Defensive Coordinator","White",2021,2021,1
"1791","Boston College","Frank Spaziani","Defensive Coordinator","White",2000,2008,9
"1792","Boston College","Bill McGovern","Defensive Coordinator","White",2009,2012,4
"1793","Boston College","Don Brown","Defensive Coordinator","White",2013,2015,3
"1794","Boston College","Jim Reid","Defensive Coordinator","White",2016,2019,4
"1795","Boston College","Anthony Campanile","Defensive Coordinator","White",2018,2018,1
"1796","Boston College","Tem Lukabu","Defensive Coordinator","Black",2020,2021,2
"1797","Bowling Green","Tim Beckman","Defensive Coordinator","White",2001,2002,2
"1798","Bowling Green","John Lovett","Defensive Coordinator","White",2005,2006,2
"1799","Bowling Green","Mike Ward","Defensive Coordinator","White",2007,2008,2
"1800","Bowling Green","Mike Elko","Defensive Coordinator","White",2009,2013,5
"1801","Bowling Green","Shannon Morrison","Defensive Coordinator","Black",2009,2009,1
"1802","Bowling Green","Kim McCloud","Defensive Coordinator","Black",2014,2014,1
"1803","Bowling Green","Brian Ward","Defensive Coordinator","White",2015,2015,1
"1804","Bowling Green","Marcus White","Defensive Coordinator","Black",2016,2016,1
"1805","Bowling Green","Perry Eliano","Defensive Coordinator","Black",2016,2017,2
"1806","Bowling Green","Carl Pelini","Defensive Coordinator","White",2018,2018,1
"1807","Bowling Green","Brian VanGorder","Defensive Coordinator","White",2019,2020,2
"1808","Bowling Green","Eric Lewis","Defensive Coordinator","Black",2021,2021,1
"1809","Buffalo","Joe Reich","Defensive Coordinator","White",2000,2000,1
"1810","Buffalo","Thurmond Moore","Defensive Coordinator","Black",2001,2003,3
"1811","Buffalo","Tom Jones","Defensive Coordinator","White",2004,2005,2
"1812","Buffalo","Jimmy Williams","Defensive Coordinator","Black",2006,2008,3
"1813","Buffalo","Fred Reed","Defensive Coordinator","Black",2009,2009,1
"1814","Buffalo","William Inge","Defensive Coordinator","Black",2010,2011,2
"1815","Buffalo","Lou Tepper","Defensive Coordinator","White",2012,2014,3
"1816","Buffalo","Brian Borland","Defensive Coordinator","White",2015,2020,6
"1817","Buffalo","Chris Simpson","Defensive Coordinator","Black",2020,2020,1
"1818","Buffalo","Joe Cauthen","Defensive Coordinator","White",2021,2021,1
"1819","BYU","Ken Schmidt","Defensive Coordinator","White",2001,2002,2
"1820","BYU","Bronco Mendenhall","Defensive Coordinator","White",2003,2004,2
"1821","BYU","Jaime Hill","Defensive Coordinator","Black",2008,2010,3
"1822","BYU","Nick Howell","Defensive Coordinator","White",2013,2015,3
"1823","BYU","Ilaisa Tuiaki","Defensive Coordinator","Black",2016,2021,6
"1824","California","Lyle Setencich","Defensive Coordinator","White",2000,2001,2
"1825","California","Bob Gregory","Defensive Coordinator","White",2002,2009,8
"1826","California","Clancy Pendergast","Defensive Coordinator","White",2010,2012,3
"1827","California","Andy Buh","Defensive Coordinator","White",2013,2013,1
"1828","California","Art Kaufman","Defensive Coordinator","White",2014,2016,3
"1829","California","Tim DeRuyter","Defensive Coordinator","White",2017,2019,3
"1830","California","Peter Sirmon","Defensive Coordinator","White",2019,2020,2
"1831","Central Michigan","John Milligan","Defensive Coordinator","White",2000,2002,3
"1832","Central Michigan","Bart Bartolomeo","Defensive Coordinator","White",2003,2003,1
"1833","Central Michigan","John Jancek","Defensive Coordinator","White",2004,2004,1
"1834","Central Michigan","Bob Diaco","Defensive Coordinator","White",2005,2005,1
"1835","Central Michigan","Mike Elston","Defensive Coordinator","White",2005,2005,1
"1836","Central Michigan","Joe Tresey","Defensive Coordinator","White",2006,2006,1
"1837","Central Michigan","Tim Banks","Defensive Coordinator","Black",2007,2009,3
"1838","Central Michigan","Joe Tumpkin","Defensive Coordinator","Black",2010,2014,5
"1839","Central Michigan","Greg Colby","Defensive Coordinator","White",2015,2018,4
"1840","Central Michigan","Robb Akey","Defensive Coordinator","White",2019,2021,3
"1841","Charlotte","Matt Wallerstedt","Defensive Coordinator","White",2015,2017,3
"1842","Charlotte","Chip West","Defensive Coordinator","Black",2018,2018,1
"1843","Charlotte","Glenn Spencer","Defensive Coordinator","White",2018,2018,1
"1844","Charlotte","Brandon Cooper","Defensive Coordinator","Black",2019,2021,3
"1845","Charlotte","Marcus West","Defensive Coordinator","Black",2019,2019,1
"1846","Cincinnati","Rick Smith","Defensive Coordinator","White",2000,2000,1
"1847","Cincinnati","A.J. Christoff","Defensive Coordinator","White",2001,2002,2
"1848","Cincinnati","Mark Criner","Defensive Coordinator","White",2003,2003,1
"1849","Cincinnati","Mike Kolakowski","Defensive Coordinator","White",2003,2003,1
"1850","Cincinnati","Pat Narduzzi","Defensive Coordinator","White",2004,2006,3
"1851","Cincinnati","Joe Tresey","Defensive Coordinator","White",2007,2008,2
"1852","Cincinnati","Bob Diaco","Defensive Coordinator","White",2009,2009,1
"1853","Cincinnati","John Jancek","Defensive Coordinator","White",2010,2012,3
"1854","Cincinnati","Tim Banks","Defensive Coordinator","Black",2010,2011,2
"1855","Cincinnati","Art Kaufman","Defensive Coordinator","White",2013,2013,1
"1856","Cincinnati","Hank Hughes","Defensive Coordinator","White",2014,2014,1
"1857","Cincinnati","Robert Prunty","Defensive Coordinator","Black",2014,2016,3
"1858","Cincinnati","Steve Clinkscale","Defensive Coordinator","Black",2015,2015,1
"1859","Cincinnati","Marcus Freeman","Defensive Coordinator","Black",2017,2020,4
"1860","Cincinnati","Mike Tressel","Defensive Coordinator","White",2021,2021,1
"1861","Clemson","Reggie Herring","Defensive Coordinator","White",2000,2001,2
"1862","Clemson","John Lovett","Defensive Coordinator","White",2002,2004,3
"1863","Clemson","Vic Koenning","Defensive Coordinator","White",2005,2008,4
"1864","Clemson","Charlie Harbison","Defensive Coordinator","Black",2009,2012,4
"1865","Clemson","Kevin Steele","Defensive Coordinator","White",2009,2011,3
"1866","Clemson","Brent Venables","Defensive Coordinator","White",2012,2019,8
"1867","Clemson","Marion Hobby","Defensive Coordinator","Black",2013,2016,4
"1868","Coastal Carolina","Mickey Matthews","Defensive Coordinator","White",2017,2017,1
"1869","Coastal Carolina","Marvin Sanders","Defensive Coordinator","Black",2018,2018,1
"1870","Coastal Carolina","Chad Staggs","Defensive Coordinator","White",2019,2021,3
"1871","Colorado","Tom McMahon","Defensive Coordinator","White",2000,2001,2
"1872","Colorado","Vince Okruch","Defensive Coordinator","White",2000,2003,4
"1873","Colorado","Mike Hankwitz","Defensive Coordinator","White",2004,2005,2
"1874","Colorado","Ron Collins","Defensive Coordinator","White",2006,2010,5
"1875","Colorado","Greg Brown","Defensive Coordinator","White",2011,2012,2
"1876","Colorado","Kent Baer","Defensive Coordinator","White",2013,2014,2
"1877","Colorado","Jim Leavitt","Defensive Coordinator","White",2015,2016,2
"1878","Colorado","D.J. Eliot","Defensive Coordinator","White",2017,2018,2
"1879","Colorado","Tyson Summers","Defensive Coordinator","White",2019,2020,2
"1880","Colorado","Chris Wilson","Defensive Coordinator","Black",2021,2021,1
"1881","Colorado State","Larry Kerr","Defensive Coordinator","White",2000,2010,11
"1882","Colorado State","Steve Stanard","Defensive Coordinator","White",2003,2007,5
"1883","Colorado State","Al Simmons","Defensive Coordinator","Black",2012,2014,3
"1884","Colorado State","Marty English","Defensive Coordinator","White",2012,2017,6
"1885","Colorado State","Tyson Summers","Defensive Coordinator","White",2015,2015,1
"1886","Colorado State","John Jancek","Defensive Coordinator","White",2018,2019,2
"1887","Colorado State","Chuck Heater","Defensive Coordinator","White",2020,2021,2
"1888","Duke","Bob Trott","Defensive Coordinator","White",2000,2001,2
"1889","Duke","Ted Roof","Defensive Coordinator","White",2002,2002,1
"1890","Duke","Jerry Azzinaro","Defensive Coordinator","White",2004,2006,3
"1891","Duke","Scott Brown","Defensive Coordinator","White",2004,2007,4
"1892","Duke","Marion Hobby","Defensive Coordinator","Black",2008,2010,3
"1893","Duke","Mike MacIntyre","Defensive Coordinator","White",2008,2009,2
"1894","Duke","Jim Knowles","Defensive Coordinator","White",2010,2017,8
"1895","Duke","Ben Albert","Defensive Coordinator","Black",2018,2021,4
"1896","Duke","Matt Guerrieri","Defensive Coordinator","White",2018,2021,4
"1897","East Carolina","Tim Rose","Defensive Coordinator","White",2000,2002,3
"1898","East Carolina","Greg Hudson","Defensive Coordinator","White",2005,2009,5
"1899","East Carolina","Brian Mitchell","Defensive Coordinator","Black",2010,2012,3
"1900","East Carolina","Rick Smith","Defensive Coordinator","White",2013,2015,3
"1901","East Carolina","Kenwick Thompson","Defensive Coordinator","Black",2016,2017,2
"1902","East Carolina","David Blackwell","Defensive Coordinator","White",2018,2018,1
"1903","East Carolina","Bob Trott","Defensive Coordinator","White",2019,2019,1
"1904","East Carolina","Blake Harrell","Defensive Coordinator","White",2020,2021,2
"1905","Eastern Michigan","Billy Harris","Defensive Coordinator","White",2000,2002,3
"1906","Eastern Michigan","Tim Rose","Defensive Coordinator","White",2003,2003,1
"1907","Eastern Michigan","Jay Peterson","Defensive Coordinator","Black",2004,2008,5
"1908","Eastern Michigan","Eric Lewis","Defensive Coordinator","Black",2009,2009,1
"1909","Eastern Michigan","Phil Snow","Defensive Coordinator","White",2010,2012,3
"1910","Eastern Michigan","Brad McCaslin","Defensive Coordinator","White",2014,2015,2
"1911","Eastern Michigan","Neal Neathery","Defensive Coordinator","White",2016,2020,5
"1912","Florida Atlantic","Kirk Hoza","Defensive Coordinator","White",2005,2009,5
"1913","Florida Atlantic","Kurt Van Valkenburgh","Defensive Coordinator","White",2011,2011,1
"1914","Florida Atlantic","Marvin Sanders","Defensive Coordinator","Black",2012,2012,1
"1915","Florida Atlantic","Pete Rekstis","Defensive Coordinator","White",2013,2013,1
"1916","Florida Atlantic","Roc Bellantoni","Defensive Coordinator","White",2014,2016,3
"1917","Florida Atlantic","Chris Kiffin","Defensive Coordinator","White",2017,2017,1
"1918","Florida Atlantic","Tony Pecoraro","Defensive Coordinator","White",2018,2018,1
"1919","Florida Atlantic","Glenn Spencer","Defensive Coordinator","White",2019,2019,1
"1920","Florida Atlantic","Jim Leavitt","Defensive Coordinator","White",2020,2020,1
"1921","Florida International","Bernard Clark","Defensive Coordinator","Black",2005,2005,1
"1922","Florida International","Kevin Fouquier","Defensive Coordinator","White",2006,2006,1
"1923","Florida International","Phil Galiano","Defensive Coordinator","White",2007,2009,3
"1924","Florida International","Geoff Collins","Defensive Coordinator","White",2010,2010,1
"1925","Florida International","Todd Orlando","Defensive Coordinator","White",2011,2012,2
"1926","Florida International","Josh Conklin","Defensive Coordinator","White",2013,2014,2
"1927","Florida International","Matt House","Defensive Coordinator","White",2015,2015,1
"1928","Florida International","Ron Cooper","Defensive Coordinator","Black",2016,2016,1
"1929","Florida International","Brent Guy","Defensive Coordinator","White",2017,2018,2
"1930","Florida International","Jeff Copp","Defensive Coordinator","White",2019,2020,2
"1931","Florida International","Jerod Kruse","Defensive Coordinator","White",2019,2020,2
"1932","Florida","Jon Hoke","Defensive Coordinator","White",2001,2001,1
"1933","Florida","John Thompson","Defensive Coordinator","White",2002,2002,1
"1934","Florida","Charlie Strong","Defensive Coordinator","Black",2003,2009,7
"1935","Florida","Greg Mattison","Defensive Coordinator","White",2005,2007,3
"1936","Florida","Chuck Heater","Defensive Coordinator","White",2010,2010,1
"1937","Florida","Teryl Austin","Defensive Coordinator","Black",2010,2010,1
"1938","Florida","Dan Quinn","Defensive Coordinator","White",2011,2012,2
"1939","Florida","D.J. Durkin","Defensive Coordinator","White",2013,2014,2
"1940","Florida","Geoff Collins","Defensive Coordinator","White",2015,2016,2
"1941","Florida","Randy Shannon","Defensive Coordinator","Black",2015,2017,3
"1942","Florida","Chris Rumph","Defensive Coordinator","Black",2017,2017,1
"1943","Florida","Todd Grantham","Defensive Coordinator","White",2018,2021,4
"1944","Florida Atlantic","Mike Stoops","Defensive Coordinator","White",2021,2021,1
"1945","Florida State","Mickey Andrews","Defensive Coordinator","White",2000,2009,10
"1946","Florida State","Mark Stoops","Defensive Coordinator","White",2010,2012,3
"1947","Florida State","Jeremy Pruitt","Defensive Coordinator","White",2013,2013,1
"1948","Florida State","Charles Kelly","Defensive Coordinator","White",2014,2017,4
"1949","Florida State","Harlon Barnett","Defensive Coordinator","Black",2018,2019,2
"1950","Florida State","Adam Fuller","Defensive Coordinator","White",2020,2021,2
"1951","Fresno State","Kevin Coyle","Defensive Coordinator","White",2000,2000,1
"1952","Fresno State","Dan Brown","Defensive Coordinator","White",2001,2008,8
