"","variable","betweenness","closeness","degree","eigen","Race","Race == ..."
"1182","Jorge Munoz",0,4.88679733962753e-07,1,1.54542276473126e-05,"White",TRUE
"1183","Rob Sale",0,4.88679733962753e-07,1,0.000129484250640532,"White",TRUE
"1184","Michael Desormeaux",0,4.88679733962753e-07,1,4.31614168801665e-05,"White",TRUE
"1185","Tim Leger",0,4.88679733962753e-07,1,4.31614168801652e-05,"White",TRUE
"1186","Roger Carr",0,4.88679733962753e-07,1,2.21188962967889e-08,"White",TRUE
"1187","Stan Humphries",0,4.88679733962753e-07,1,2.21188962965007e-08,"White",TRUE
"1188","Tommy Condell",0,4.88679733962753e-07,2,1.05734283762899e-05,"White",TRUE
"1189","Nate Kaczor",0,4.88679733962753e-07,1,1.05513094800025e-05,"White",TRUE
"1190","Steve Farmer",0,4.88679733962753e-07,2,0.000104589240316443,"White",TRUE
"1191","Matt Kubik",0,4.88679733962753e-07,2,4.61734543441466e-06,"White",TRUE
"1192","Eman Naghavi",0,4.88679733962753e-07,1,1.0006364202402e-07,"White",TRUE
"1193","Conroy Hines",0,4.88679733962753e-07,1,1.46260601001606e-05,"White",TRUE
"1194","Frank Scelfo",0,4.88679733962753e-07,3,0.000183104945689367,"White",TRUE
"1195","Joe Sloan",0,4.88679733962753e-07,1,3.14913739952577e-05,"White",TRUE
"1196","Scott Linehan",0,4.88679733962753e-07,1,1.46782629464245e-05,"White",TRUE
"1197","Chris Klenakis",0,4.88679733962753e-07,3,0.000121195741759396,"White",TRUE
"1198","Lonnie Galloway",0,4.88679733962753e-07,1,4.612991785344e-05,"Black",TRUE
"1199","Mike Summers",0,4.88679733962753e-07,1,3.07532785689564e-05,"White",TRUE
"1200","Jake Peetz",0,4.88679733962753e-07,1,0.00012776276523917,"White",TRUE
"1201","Larry Kueck",0,4.88679733962753e-07,3,5.00091537692008e-05,"White",TRUE
"1202","John Shannon",0,4.88679733962753e-07,3,6.5611481334055e-05,"White",TRUE
"1203","Todd Goebbel",0,4.88679733962753e-07,1,1.06786612901287e-05,"White",TRUE
"1204","Greg Adkins",0,4.88679733962753e-07,2,0.000247650689167056,"White",TRUE
"1205","Bob Heffner",0,4.88679733962753e-07,1,8.42880341641278e-06,"White",TRUE
"1206","Charlie Taaffe",0,4.88679733962753e-07,2,0.000219882285018822,"White",TRUE
"1207","Angelo Mirando",0,4.88679733962753e-07,1,5.12604600942288e-06,"White",TRUE
"1208","Eric Price",0,4.88679733962753e-07,3,1.89226429711649e-05,"White",TRUE
"1209","Blake Miller",0,4.88679733962753e-07,1,4.5425321945981e-07,"White",TRUE
"1210","Brad Cornelsen",0,4.88679733962753e-07,1,0.000156944558378603,"White",TRUE
"1211","Chip Long",0,4.88679733962753e-07,3,7.68164930370395e-05,"White",TRUE
"1212","Rob Chudzinski",0,4.88679733962753e-07,1,5.42034835453209e-05,"White",TRUE
"1213","Dan Werner",0,4.88679733962753e-07,3,0.000382397745070865,"White",TRUE
"1214","Thomas Brown",0,4.88679733962753e-07,1,0.000123236731536946,"Black",TRUE
"1215","Ron Dugans",0,4.88679733962753e-07,1,4.10789105123068e-05,"Black",TRUE
"1216","Greg Seamon",0,4.88679733962753e-07,1,6.45801518156829e-06,"White",TRUE
"1217","John Klacik",0,4.88679733962753e-07,1,0.000188595377128698,"?",TRUE
"1218","Eric Koehler",0,4.88679733962753e-07,1,1.77098605867414e-05,"White",TRUE
"1219","George Barnett",0,4.88679733962753e-07,1,1.32823954400514e-05,"White",TRUE
"1220","Tim Drevno",0,4.88679733962753e-07,1,8.72472113671793e-05,"White",TRUE
"1221","Sherrone Moore",0,4.88679733962753e-07,1,2.90824037890495e-05,"Black",TRUE
"1222","Dan Roushar",0,4.88679733962753e-07,2,0.000258908672893495,"White",TRUE
"1223","Jim Bollman",0,4.88679733962753e-07,3,0.00128650493268083,"White",TRUE
"1224","Brad Salem",0,4.88679733962753e-07,1,0.000118787562393532,"White",TRUE
"1225","G A  Mangus",0,4.88679733962753e-07,1,0.000100568178300889,"White",NA
"1226","Willie Simmons",0,4.88679733962753e-07,1,3.3522726100285e-05,"Black",TRUE
"1227","Mitch Browning",0,4.88679733962753e-07,2,7.07796661944947e-05,"White",TRUE
"1228","Jeff Horton",0,4.88679733962753e-07,2,0.000414693319611684,"White",TRUE
"1229","Matt Limegrover",0,4.88679733962753e-07,1,0.000139390509742698,"White",TRUE
"1230","Kirk Ciarrocca",0,4.88679733962753e-07,3,0.000188634369744319,"White",TRUE
"1231","Matt Simon",0,4.88679733962753e-07,1,1.75280354209974e-05,"Black",TRUE
"1232","Sparky Woods",0,4.88679733962753e-07,1,9.46636712447545e-07,"White",TRUE
"1233","Woody McCorvey",0,4.88679733962753e-07,1,2.61569276011672e-05,"Black",TRUE
"1234","Luke Getsy",0,4.88679733962753e-07,1,1.00398100592369e-05,"White",TRUE
"1235","Andy Hill",0,4.88679733962753e-07,1,6.16933828412667e-07,"White",TRUE
"1236","David Yost",0,4.88679733962753e-07,2,0.000153378739408895,"White",TRUE
"1237","Josh Henson",0,4.88679733962753e-07,1,2.85162226107118e-05,"White",TRUE
"1238","Gene McKeehan",0,4.88679733962753e-07,1,1.05513094800006e-05,"White",TRUE
"1239","Mike Vaught",0,4.88679733962753e-07,1,1.05513094800037e-05,"White",TRUE
"1240","Ivin Jasper",0,4.88679733962753e-07,1,7.2147484826576e-05,"Black",TRUE
"1241","Marc Trestman",0,4.88679733962753e-07,1,9.12966586313003e-06,"White",TRUE
"1242","Des Kitchings",0,4.88679733962753e-07,1,9.29031621531185e-05,"Black",TRUE
"1243","George McDonald",0,4.88679733962753e-07,3,0.00015656317254579,"Black",TRUE
"1244","Tim Beck",0,4.88679733962753e-07,4,0.0107433088025258,"White",TRUE
"1245","Danny Langsdorf",0,4.88679733962753e-07,1,0.000182429179740799,"White",TRUE
"1246","Troy Walters",0,4.88679733962753e-07,1,0.000560758003262241,"Black",TRUE
"1247","Matt Lubick",0,4.88679733962753e-07,3,0.00509188820583716,"White",TRUE
"1248","Phil Earley",0,4.88679733962753e-07,2,9.68569203052351e-05,"White",TRUE
"1249","Matt Mumme",0,4.88679733962753e-07,2,0.00146681727856077,"White",TRUE
"1250","Dan Dodd",0,4.88679733962753e-07,2,0.00120760523083884,"White",TRUE
"1251","Mike Degory",0,4.88679733962753e-07,1,4.21336694004535e-05,"White",TRUE
"1252","David Reaves",0,4.88679733962753e-07,2,8.40671806294537e-05,"White",TRUE
"1253","Derek Warehime",0,4.88679733962753e-07,1,2.3052371840879e-05,"White",TRUE
"1254","Gerry Gdowski",0,4.88679733962753e-07,3,0.271700639008653,"White",TRUE
"1255","Gary Goff",0,4.88679733962753e-07,1,2.90510735464502e-05,"White",TRUE
"1256","Timm Rosenbach",0,4.88679733962753e-07,2,5.37915656741865e-06,"White",TRUE
"1257","Jerry McManus",0,4.88679733962753e-07,1,5.25901562015389e-06,"White",TRUE
"1258","John Shoop",0,4.88679733962753e-07,3,8.27797380803847e-05,"White",TRUE
"1259","Chris Kapilovic",0,4.88679733962753e-07,1,0.000430147818128307,"White",TRUE
"1260","Gunter Brewer",0,4.88679733962753e-07,2,0.000719225784572698,"White",TRUE
"1261","Phil Longo",0,4.88679733962753e-07,2,0.000542127558717881,"White",TRUE
"1262","Ramon Flanigan",0,4.88679733962753e-07,1,0.000216745734258629,"Black",TRUE
"1263","Todd Ford",0,4.88679733962753e-07,1,2.43776718877157e-06,"White",TRUE
"1264","Graham Harrell",0,4.88679733962753e-07,2,0.000531204606569983,"White",TRUE
"1265","Bodie Reeder",0,4.88679733962753e-07,2,0.000204648583462696,"White",TRUE
"1266","Tommy Mainord",0,4.88679733962753e-07,1,0.000284011897387601,"White",TRUE
"1267","Mike Bloesch",0,4.88679733962753e-07,1,0.000284011897387609,"White",TRUE
"1268","Bob Cole",0,4.88679733962753e-07,3,4.36941434560432e-05,"White",TRUE
"1269","Mike Uremovich",0,4.88679733962753e-07,1,5.40613265540636e-05,"White",TRUE
"1270","Eric Eidsness",0,4.88679733962753e-07,1,1.27656210504225e-06,"White",TRUE
"1271","Bill Diedrick",0,4.88679733962753e-07,1,0.000155110351142881,"White",TRUE
"1272","Tommy Rees",0,4.88679733962753e-07,1,3.28103078612339e-05,"White",TRUE
"1273","Greg Gregory",0,4.88679733962753e-07,2,0.000339289872777274,"White",TRUE
"1274","Allen Rudolph",0,4.88679733962753e-07,1,0.0312989820353944,"White",TRUE
"1275","Chuck Stobart",0,4.88679733962753e-07,1,7.53477485683336e-08,"White",TRUE
"1276","Cale Gundy",0,4.88679733962753e-07,1,0.00121775121231377,"White",TRUE
"1277","Trooper Taylor",0,4.88679733962753e-07,1,0.000187553765035027,"Black",TRUE
"1278","Joe Wickline",0,4.88679733962753e-07,3,0.000508108604986676,"White",TRUE
"1279","Mike Yurcich",0,4.88679733962753e-07,3,0.00129967469973762,"White",TRUE
"1280","Sean Gleeson",0,4.88679733962753e-07,2,0.000283233512870299,"White",TRUE
"1281","Brian Scott",0,4.88679733962753e-07,1,2.11275337027688e-06,"White",TRUE
"1282","Ron Whitcomb",0,4.88679733962753e-07,1,3.521255617004e-07,"White",TRUE
"1283","Kirk Campbell",0,4.88679733962753e-07,1,6.77654078858071e-06,"White",TRUE
"1284","Mike Markuson",0,4.88679733962753e-07,1,7.64002701011933e-06,"White",TRUE
"1285","Jeff Lebby",0,4.88679733962753e-07,2,0.0005827935823021,"White",TRUE
"1286","Tim Lappano",0,4.88679733962753e-07,2,0.000157766544258143,"White",TRUE
"1287","John Garrett",0,4.88679733962753e-07,1,1.52024316450554e-05,"White",TRUE
"1288","Kevin McGiven",0,4.88679733962753e-07,3,0.000189136431546914,"White",TRUE
"1289","T J  Woods",0,4.88679733962753e-07,1,6.2642634768899e-05,"White",NA
"1290","Fran Ganter",0,4.88679733962753e-07,1,3.23014758434628e-06,"White",TRUE
"1291","Galen Hall",0,4.88679733962753e-07,1,6.46029516870761e-06,"White",TRUE
"1292","John Donovan",0,4.88679733962753e-07,2,0.00100499401105749,"White",TRUE
"1293","Tyler Bowen",0,4.88679733962753e-07,1,6.32129958710688e-05,"White",TRUE
"1294","Matt Cavanaugh",0,4.88679733962753e-07,1,5.71992176056922e-05,"White",TRUE
"1295","Brian Brohm",0,4.88679733962753e-07,1,8.18173648252011e-05,"White",TRUE
"1296","JaMarcus Shephard",0,4.88679733962753e-07,1,5.45449098834685e-05,"Black",TRUE
"1297","Scott Wachenheim",0,4.88679733962753e-07,1,2.15150141986256e-07,"White",TRUE
"1298","Billy Lynch",0,4.88679733962753e-07,1,0.000120091269922355,"White",TRUE
"1299","Jerry Mack",0,4.88679733962753e-07,1,8.97206853238842e-05,"Black",TRUE
"1300","Marques Tuiasosopo",0,4.88679733962753e-07,1,2.99068951079534e-05,"Other",TRUE
"1301","Craig Ver Steeg",0,4.88679733962753e-07,2,0.000216801546171852,"White",TRUE
"1302","John McNulty",0,4.88679733962753e-07,2,0.000183644146726879,"White",TRUE
"1303","Ben McDaniels",0,4.88679733962753e-07,1,1.10217109656285e-05,"White",TRUE
"1304","Jeff Hecklinski",0,4.88679733962753e-07,1,0.000151242190781233,"White",TRUE
"1305","Steve Graf",0,4.88679733962753e-07,1,3.19023608194276e-05,"White",TRUE
"1306","Norman Joseph",0,4.88679733962753e-07,1,1.5158381986534e-07,"White",TRUE
"1307","Charlie Roche",0,4.88679733962753e-07,1,2.27375729806758e-07,"White",TRUE
"1308","Barry Lunney Jr ",0,4.88679733962753e-07,1,7.57919099233189e-08,"White",NA
"1309","Ken Margerum",0,4.88679733962753e-07,1,5.29889835188547e-06,"White",TRUE
"1310","Steve Morton",0,4.88679733962753e-07,1,7.94834752782847e-06,"White",TRUE
"1311","Tim Landis",0,4.88679733962753e-07,1,6.7547266110332e-05,"White",TRUE
"1312","John DeFilippo",0,4.88679733962753e-07,1,6.7547266110333e-05,"White",TRUE
"1313","Jimmie Dougherty",0,4.88679733962753e-07,1,1.07364242839854e-05,"White",TRUE
"1314","Dan Morrison",0,4.88679733962753e-07,1,1.97149661978336e-05,"White",TRUE
"1315","A J  Ricker",0,4.88679733962753e-07,1,0.000250548199439719,"White",NA
"1316","Garrett Riley",0,4.88679733962753e-07,1,0.000250548199439717,"White",TRUE
"1317","Robert Matthews",0,4.88679733962753e-07,1,1.61893601582794e-06,"White",TRUE
"1318","Bryant Vincent",0,4.88679733962753e-07,2,1.27815552965376e-05,"White",TRUE
"1319","Richard Owens",0,4.88679733962753e-07,2,7.7087701184722e-06,"White",TRUE
"1320","Kenny Edenfield",0,4.88679733962753e-07,3,0.000212879795222639,"White",TRUE
"1321","Steve Spurrier Jr ",0,4.88679733962753e-07,1,1.37336749517651e-05,"White",NA
"1322","Bryan McClendon",0,4.88679733962753e-07,1,0.000262080694630971,"Black",TRUE
"1323","Marcus Satterfield",0,4.88679733962753e-07,2,2.55833654074684e-05,"White",TRUE
"1324","Steve Buckley",0,4.88679733962753e-07,1,7.30721423215187e-06,"White",TRUE
"1325","Scotty Walden",0,4.88679733962753e-07,1,8.43418173257856e-06,"White",TRUE
"1326","David Kelly",0,4.88679733962753e-07,1,3.11810307855063e-06,"Black",TRUE
"1327","Pep Hamilton",0,4.88679733962753e-07,1,0.00024045828833168,"Black",TRUE
"1328","Tavita Pritchard",0,4.88679733962753e-07,1,0.000480916576663366,"White",TRUE
"1329","George DeLeone",0,4.88679733962753e-07,2,4.50055014195131e-05,"White",TRUE
"1330","Brian Pariani",0,4.88679733962753e-07,1,2.10096975082979e-05,"White",TRUE
"1331","Brian White",0,4.88679733962753e-07,2,0.000112500495883613,"White",TRUE
"1332","Nathaniel Hackett",0,4.88679733962753e-07,1,6.7864012658481e-06,"White",TRUE
"1333","Jarrett Anderson",0,4.88679733962753e-07,1,0.000293441015389645,"White",TRUE
"1334","Sonny Cumbie",0,4.88679733962753e-07,3,0.000463131205430639,"White",TRUE
"1335","Curtis Luper",0,4.88679733962753e-07,1,0.000176064609233793,"Black",TRUE
"1336","Charlie Fisher",0,4.88679733962753e-07,1,2.98483381077904e-07,"White",TRUE
"1337","Willie Slater",0,4.88679733962753e-07,1,1.49241690534192e-07,"Black",TRUE
"1338","Larry Scott",0,4.88679733962753e-07,1,1.51119141500149e-05,"Black",TRUE
"1339","Alex Golesh",0,4.88679733962753e-07,1,0.000502990741482418,"White",TRUE
"1340","Darrell Wyatt",0,4.88679733962753e-07,1,0.000152019162253855,"White",TRUE
"1341","Herb Hand",0,4.88679733962753e-07,3,0.00152951021744683,"White",TRUE
"1342","Nolan Cromwell",0,4.88679733962753e-07,1,1.99648533653444e-05,"White",TRUE
"1343","Clarence McKinney",0,4.88679733962753e-07,1,7.53415655874418e-05,"Black",TRUE
"1344","Jay Graham",0,4.88679733962753e-07,1,0.000167368428890567,"Black",TRUE
"1345","Jeff Conway",0,4.88679733962753e-07,1,0.000161253054369103,"White",TRUE
"1346","Adrian Mayes",0,4.88679733962753e-07,1,5.5633091921297e-05,"Black",TRUE
"1347","Brett Elliott",0,4.88679733962753e-07,1,5.56330919213008e-05,"White",TRUE
"1348","Jacob Peeler",0,4.88679733962753e-07,1,3.92782233833983e-05,"White",TRUE
"1349","Eric Morris",0,4.88679733962753e-07,1,0.000117372532848825,"White",TRUE
"1350","Clay McGuire",0,4.88679733962753e-07,1,2.34745065697502e-05,"White",TRUE
"1351","Chris Hedden",0,4.88679733962753e-07,1,4.56431831026226e-07,"White",TRUE
"1352","Mike Hallett",0,4.88679733962753e-07,1,2.00978965980691e-05,"White",TRUE
"1353","Robert Weiner",0,4.88679733962753e-07,1,2.00978965980685e-05,"White",TRUE
"1354","Mark Fleetwood",0,4.88679733962753e-07,1,4.85260414932451e-05,"White",TRUE
"1355","Matt Moore",0,4.88679733962753e-07,1,0.000208309394786944,"White",TRUE
"1356","Sean Reagan",0,4.88679733962753e-07,1,4.16618789573763e-05,"White",TRUE
"1357","Ryan Pugh",0,4.88679733962753e-07,1,2.11722168874942e-05,"White",TRUE
"1358","Luke Meadows",0,4.88679733962753e-07,1,1.05861084437437e-05,"White",TRUE
"1359","Greg Davis Jr ",0,4.88679733962753e-07,1,0.000179603339209356,"White",NA
"1360","Jim Gilstrap",0,4.88679733962753e-07,1,7.39061539412307e-07,"White",TRUE
"1361","Dan Lounsbury",0,4.88679733962753e-07,1,3.69530769698002e-07,"White",TRUE
"1362","Denver Johnson",0,4.88679733962753e-07,1,2.93999564433692e-06,"White",TRUE
"1363","Pat Sullivan",0,4.88679733962753e-07,1,4.08639894443796e-05,"White",TRUE
"1364","Kim Helton",0,4.88679733962753e-07,1,6.27071581502259e-05,"White",TRUE
"1365","Brent Key",0,4.88679733962753e-07,1,2.46588299889879e-05,"White",TRUE
"1366","Anthony Tucker",0,4.88679733962753e-07,2,0.000273979516927585,"Black",TRUE
"1367","Tim Harris Jr ",0,4.88679733962753e-07,1,6.03304800749347e-05,"White",NA
"1368","Gary Bernardi",0,4.88679733962753e-07,2,0.000374017366758581,"White",TRUE
"1369","Kelly Skipper",0,4.88679733962753e-07,1,0.000359206678418726,"Black",TRUE
"1370","Steve Axman",0,4.88679733962753e-07,1,5.12767599250675e-05,"White",TRUE
"1371","Tom Cable",0,4.88679733962753e-07,1,0.000102553519850156,"White",TRUE
"1372","Jim Svoboda",0,4.88679733962753e-07,1,5.12767599250686e-05,"White",TRUE
"1373","Kennedy Polamalu",0,4.88679733962753e-07,2,0.000125875694529736,"Other",TRUE
"1374","Justin Frye",0,4.88679733962753e-07,1,0.000542528855109766,"White",TRUE
"1375","Jerry Franks",0,4.88679733962753e-07,1,3.60951991116341e-05,"White",TRUE
"1376","Norries Wilson",0,4.88679733962753e-07,1,0.000144380796446593,"Black",TRUE
"1377","Rob Ambrose",0,4.88679733962753e-07,1,0.000108285597334936,"White",TRUE
"1378","T J  Weist",0,4.88679733962753e-07,2,4.47675476473776e-05,"White",NA
"1379","Frank Verducci",0,4.88679733962753e-07,1,1.67217750928335e-05,"White",TRUE
"1380","Frank Giufre",0,4.88679733962753e-07,1,0.000108285597334936,"White",TRUE
"1381","Rob Boras",0,4.88679733962753e-07,1,6.12787736533045e-07,"White",TRUE
"1382","Vince Alcalde",0,4.88679733962753e-07,1,2.04262578835751e-07,"White",TRUE
"1383","Rob Phenicie",0,4.88679733962753e-07,1,1.20140947262785e-07,"White",TRUE
"1384","Brent Myers",0,4.88679733962753e-07,1,6.00704736252179e-08,"White",TRUE
"1385","Garin Justice",0,4.88679733962753e-07,1,0.000389952967668835,"White",TRUE
"1386","Hue Jackson",0,4.88679733962753e-07,1,3.95589977127312e-06,"Black",TRUE
"1387","John Morton",0,4.88679733962753e-07,1,2.84922736278524e-05,"White",TRUE
"1388","Tee Martin",0,4.88679733962753e-07,2,0.000303915179196248,"Black",TRUE
"1389","Mike Hobbie",0,4.88679733962753e-07,1,0.000151846280293743,"White",TRUE
"1390","Darren Hiller",0,4.88679733962753e-07,1,4.19335112290037e-05,"White",TRUE
"1391","Kerwin Bell",0,4.88679733962753e-07,1,0.000140390406507259,"White",TRUE
"1392","Jim Harding",0,4.88679733962753e-07,2,0.000276903190627345,"White",TRUE
"1393","Troy Taylor",0,4.88679733962753e-07,1,0.00026363973394911,"White",TRUE
"1394","Mike Santiago",0,4.88679733962753e-07,1,1.23234447879964e-05,"White",TRUE
"1395","Luke Wells",0,4.88679733962753e-07,1,0.000115357109261277,"White",TRUE
"1396","Jovon Bouknight",0,4.88679733962753e-07,1,2.88392773153112e-05,"Black",TRUE
"1397","Patrick Higgins",0,4.88679733962753e-07,2,4.84113098185985e-05,"White",TRUE
"1398","Bob Connelly",0,4.88679733962753e-07,1,7.90725632342457e-06,"White",TRUE
"1399","Brian Natkin",0,4.88679733962753e-07,1,2.63575210780065e-06,"White",TRUE
"1400","Kevin Brown",0,4.88679733962753e-07,1,7.22713113937587e-05,"White",TRUE
"1401","Jeff Kastl",0,4.88679733962753e-07,1,4.53467601087525e-06,"White",TRUE
"1402","Steve Crosby",0,4.88679733962753e-07,1,3.96457983068008e-06,"White",TRUE
"1403","Ted Cain",0,4.88679733962753e-07,1,3.13866264058747e-08,"White",TRUE
"1404","Jimmy Kiser",0,4.88679733962753e-07,1,2.92304689660757e-09,"White",TRUE
"1405","David Raih",0,4.88679733962753e-07,1,2.21214103073348e-06,"White",TRUE
"1406","Mike Groh",0,4.88679733962753e-07,1,3.52894903213328e-05,"White",TRUE
"1407","Bryan Stinespring",0,4.88679733962753e-07,1,0.000110797848435889,"White",TRUE
"1408","Eddie Williamson",0,4.88679733962753e-07,1,0,"White",TRUE
"1409","Steed Lobotzke",0,4.88679733962753e-07,1,0.000365825226100257,"White",TRUE
"1410","John McDonell",0,4.88679733962753e-07,1,2.63575210779914e-06,"White",TRUE
"1411","Mike Levenseller",0,4.88679733962753e-07,2,1.39252839877188e-05,"White",TRUE
"1412","Todd Sturdy",0,4.88679733962753e-07,1,9.09333289768686e-06,"White",TRUE
"1413","Craig Stutzmann",0,4.88679733962753e-07,1,7.19399170740506e-05,"Other",TRUE
"1414","Chad Scott",0,4.88679733962753e-07,1,0.000124985636872164,"Black",TRUE
"1415","Gerad Parker",0,4.88679733962753e-07,1,8.33237579147716e-05,"White",TRUE
"1416","Kevin Wright",0,4.88679733962753e-07,1,4.48781710429998e-07,"White",TRUE
"1417","Walt Wells",0,4.88679733962753e-07,1,4.48781710431514e-07,"White",TRUE
"1418","Zach Azzanni",0,4.88679733962753e-07,1,4.19335112290026e-05,"White",TRUE
"1419","Junior Adams",0,4.88679733962753e-07,1,6.59329106058201e-05,"Black",TRUE
"1420","Bryan Ellis",0,4.88679733962753e-07,1,8.33689553190746e-06,"White",TRUE
"1421","Ryan Aplin",0,4.88679733962753e-07,1,2.77896517729416e-06,"White",TRUE
"1422","Zach Kittley",0,4.88679733962753e-07,1,2.77896517729261e-06,"White",TRUE
"1423","Ryan Cubit",0,4.88679733962753e-07,1,1.33599129300925e-05,"White",TRUE
"1424","Jake Moreland",0,4.88679733962753e-07,1,4.13940267368755e-05,"Black",TRUE
"1425","Bill Kenney",0,4.88679733962753e-07,1,1.03485066842092e-05,"White",TRUE
"1426","Eric Evans",0,4.88679733962753e-07,1,1.03485066842115e-05,"White",TRUE
"1427","Mike Bath",0,4.88679733962753e-07,1,1.03485066842091e-05,"White",TRUE
"1428","Joe Rudolph",0,4.88679733962753e-07,1,0.000243207296268665,"White",TRUE
"1429","Bob Cockhill",0,4.88679733962753e-07,1,6.72062011154417e-06,"White",TRUE
"1430","Brent Vigen",0,4.88679733962753e-07,1,0.0260137200847993,"White",TRUE
"1431","Tim Polasek",0,4.88679733962753e-07,1,0.00650343002119983,"White",TRUE
